org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1
0.04324447736144066,0.680461957919646,0.66345327009251,0.031487949192523956,0.968503937007874,0.9647344536890816,0.05227980762720108,0.5850063827318092,0.5564658153796553,0.038523923605680466,0.9166666666666666,0.9123809523809525
0.041500214487314224,0.6920623488862596,0.6743025097091031,0.029007958248257637,0.9763779527559056,0.9703827751196172,0.05182654783129692,0.5876755251247534,0.5605771539214807,0.037066396325826645,0.7916666666666666,0.765
0.04134518280625343,0.7024023869540614,0.6913345250063065,0.02973668836057186,0.9921259842519685,0.9903890160183068,0.05197960510849953,0.5925496112336079,0.5739667345287589,0.03786056116223335,0.9583333333333334,0.9466666666666667
0.04054439440369606,0.6998816811564381,0.6827888319542511,0.02818073146045208,0.9606299212598425,0.9528176501860713,0.05379071459174156,0.5750261111755831,0.5510405991350338,0.03784245625138283,0.7916666666666666,0.75
0.04022339731454849,0.7027367662945625,0.6846821186131589,0.028049493208527565,0.9606299212598425,0.9505882352941176,0.050520241260528564,0.6051990251827782,0.5802608847419805,0.03504430130124092,0.9166666666666666,0.8666666666666666
0.03928454965353012,0.7133340192396728,0.6962541659472814,0.02693481184542179,0.984251968503937,0.9830065359477125,0.051449500024318695,0.6020656841128003,0.5774947545710233,0.0360281765460968,0.9166666666666666,0.9123809523809525
0.03965754061937332,0.7116106795617059,0.696680570417621,0.02779122069478035,1.0,1.0,0.05241500586271286,0.5967273993269119,0.5771941641904046,0.03756582736968994,0.9166666666666666,0.9123809523809525
0.03912781924009323,0.7156746746231802,0.7020481447581728,0.026725061237812042,0.9921259842519685,0.9912380952380954,0.05199528858065605,0.5905767668562144,0.5662125302567612,0.03668651357293129,0.8333333333333334,0.8183333333333334
0.0390390083193779,0.7142857142857143,0.7003955080702372,0.027158532291650772,0.9921259842519685,0.992969696969697,0.05266830325126648,0.5840779853777417,0.5597002302358133,0.03747272863984108,0.8333333333333334,0.8299999999999998
0.03901973366737366,0.7152888523072175,0.7010041146296827,0.026619911193847656,0.9921259842519685,0.992969696969697,0.053988754749298096,0.5815248926540559,0.556744174066547,0.03789088875055313,0.8333333333333334,0.8299999999999998
0.03943644464015961,0.7106332630279335,0.694222268921066,0.02759523130953312,0.9763779527559056,0.9703827751196172,0.05097039043903351,0.6053150748520366,0.5841466792996532,0.035670146346092224,0.9166666666666666,0.9
0.03926866129040718,0.7111991357580122,0.6950218362607113,0.02678005024790764,0.968503937007874,0.9641323940712823,0.05141469091176987,0.5952187536265522,0.5707633738079791,0.035965848714113235,0.875,0.8716666666666667
0.038476087152957916,0.7178867225680333,0.7018132578477337,0.025929449126124382,0.9763779527559056,0.973482726423903,0.0527702234685421,0.5887199721480794,0.5684726169120764,0.03649457171559334,0.9166666666666666,0.9123809523809525
0.03840329870581627,0.7162662688409898,0.7014716098771888,0.025195375084877014,0.984251968503937,0.9805555555555555,0.05170809477567673,0.5999767900661483,0.5772322515223547,0.03549138084053993,0.9166666666666666,0.9123809523809525
0.0388529933989048,0.7154689027213335,0.6994861620765161,0.026908906176686287,0.9606299212598425,0.9608056923918993,0.05238869786262512,0.578391551584078,0.5521441128070197,0.03710329532623291,0.7916666666666666,0.75
0.037878766655921936,0.7243942589639385,0.7083031032189006,0.02550162747502327,0.984251968503937,0.9809090909090908,0.0515015684068203,0.5952187536265522,0.5723453930493643,0.035589732229709625,0.875,0.8323809523809522
0.03773094341158867,0.7246000308657853,0.7100497360119653,0.025394732132554054,1.0,1.0,0.05243286117911339,0.5939422072647093,0.5747535672438013,0.03616803511977196,0.9166666666666666,0.9123809523809525
0.038356631994247437,0.721384844899429,0.7070112300152729,0.025910701602697372,1.0,1.0,0.05281207710504532,0.591505164210282,0.5716479002610377,0.037040721625089645,0.875,0.8716666666666667
0.03833119943737984,0.7242399300375534,0.7101487476159035,0.026660587638616562,0.9921259842519685,0.9904761904761905,0.05256929621100426,0.5870952767784612,0.5653878673279116,0.03721633180975914,0.875,0.8716666666666667
0.0387444794178009,0.713128247337826,0.6936974422302946,0.026564856991171837,0.9448818897637795,0.935932844932845,0.05265619605779648,0.5882557734710456,0.5545538274761506,0.03718990460038185,0.7916666666666666,0.75
0.03784467279911041,0.7250630176449406,0.7108255257296621,0.02550526335835457,0.9921259842519685,0.9904761904761905,0.05233863368630409,0.5927817105721249,0.5748824074430383,0.036274638026952744,0.9166666666666666,0.9123809523809525
0.03754092752933502,0.7268120788106384,0.7134957353035511,0.024882281199097633,1.0,1.0,0.05224490910768509,0.5923175118950911,0.5690220363969141,0.035801876336336136,0.875,0.8716666666666667
0.037739500403404236,0.7236740573074747,0.7087654319630227,0.02536330558359623,0.968503937007874,0.9673453749315819,0.05330730602145195,0.5829174886851572,0.5616605757453679,0.03692580386996269,0.875,0.8716666666666667
0.03781507536768913,0.7217706672153917,0.7044838971740941,0.02514929510653019,0.984251968503937,0.9805555555555555,0.05149492621421814,0.6029940814668678,0.576627636827,0.03530598059296608,0.875,0.8716666666666667
0.03770666942000389,0.7245485878903236,0.7074794012097644,0.025031404569745064,1.0,1.0,0.05261765420436859,0.5924335615643496,0.5666958090870036,0.03564033657312393,0.9166666666666666,0.9123809523809525
0.037423085421323776,0.7300787077524564,0.7135013295564858,0.025201832875609398,0.9921259842519685,0.9904761904761905,0.05122383311390877,0.5990483927120808,0.575665722296317,0.03484699875116348,0.9583333333333334,0.9466666666666667
0.03793584182858467,0.720355985390195,0.7054131494409331,0.025392042472958565,0.984251968503937,0.9799498746867169,0.05197131261229515,0.5918533132180573,0.5675447247898936,0.03579331561923027,0.8333333333333334,0.825
0.037415143102407455,0.7279695457585267,0.7133919141231251,0.02512935921549797,0.9921259842519685,0.9904761904761905,0.05301344767212868,0.5830335383544157,0.5615185254436905,0.03657956048846245,0.8333333333333334,0.8299999999999998
0.037280939519405365,0.7277380523689491,0.7151075377814897,0.024678638204932213,0.984251968503937,0.9799498746867169,0.05234960466623306,0.5889520714865962,0.5708588039703099,0.035393208265304565,0.9166666666666666,0.9123809523809525
0.036562614142894745,0.7348886259581254,0.7212822542854758,0.024040844291448593,0.9921259842519685,0.9904761904761905,0.05285106226801872,0.5870952767784612,0.565794211503753,0.035827938467264175,0.9166666666666666,0.9123809523809525
0.03769993409514427,0.7249601316940172,0.7105172982678429,0.025459086522459984,0.984251968503937,0.9809090909090908,0.05190714821219444,0.5937101079261924,0.5740810631133126,0.035793352872133255,0.8333333333333334,0.7916666666666666
0.038212891668081284,0.7221307680436236,0.704713862535167,0.0265214741230011,1.0,1.0,0.05233844369649887,0.5939422072647093,0.5673119496874864,0.03712949901819229,0.875,0.8716666666666667
0.03700026497244835,0.7346314110808169,0.7231758721900211,0.02484818547964096,1.0,1.0,0.05237557366490364,0.5925496112336079,0.5738872992667918,0.03617120906710625,0.9166666666666666,0.9123809523809525
0.03715601563453674,0.7285096970008745,0.7134126276649158,0.02474929764866829,0.984251968503937,0.9830065359477125,0.05306833237409592,0.5869792271092027,0.5668888655859879,0.03658626601099968,0.875,0.8716666666666667
0.03671073541045189,0.7327537424764649,0.7196255732537785,0.024401210248470306,1.0,1.0,0.053610336035490036,0.5839619357084832,0.5615344244351339,0.03678281605243683,0.8333333333333334,0.8299999999999998
0.03674093633890152,0.7315962755285765,0.714457883358786,0.024375973269343376,0.9921259842519685,0.9904761904761905,0.051664356142282486,0.5966113496576535,0.5688176392004696,0.035547878593206406,0.875,0.8657142857142857
0.037359632551670074,0.7252430680590566,0.7105531572066928,0.024184010922908783,0.9606299212598425,0.9481481481481481,0.05272895470261574,0.5981199953580132,0.5730513954060024,0.03525380790233612,0.8333333333333334,0.7916666666666666
0.03693687915802002,0.7350429548845105,0.7214598634308548,0.02479703165590763,1.0,1.0,0.05236699432134628,0.5874434257862365,0.5637743563456172,0.03638504073023796,0.875,0.8716666666666667
0.03675617650151253,0.7380266474612892,0.7240369223310202,0.02480953373014927,1.0,1.0,0.05223607271909714,0.5955669026343275,0.5732630683881096,0.035973045974969864,0.875,0.8716666666666667
