org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1,,,diff_train_loss,diff_valid_loss,diff_loss,dif_orgf_valid_loss,diff_PR
0.039681505411863,0.701939400174906,0.674738788935344,0.027419298887253,0.976377952755906,0.972774193548387,0.045404531061649,0.651038644539863,0.625041617026996,0.032039731740952,0.916666666666667,0.91,,,0,0,0,0,0
0.038880057632923,0.709115695251813,0.689436637924376,0.026659347116947,0.960629921259842,0.953123399897594,0.045329868793488,0.64755715446211,0.629592269645342,0.031691942363978,0.875,0.856666666666667,,,-0.000759951770306,-0.000347789376974,0,-7.46622681617667E-05,0
0.038109317421913,0.717732393641648,0.692916002168918,0.026138201355934,0.968503937007874,0.963562091503268,0.044741593301296,0.65649297899501,0.634241890066539,0.031217746436596,0.916666666666667,0.906666666666667,,,-0.000521145761013,-0.000474195927382,0,-0.000588275492191,0
0.037317458540201,0.722953855651011,0.701171873736583,0.025312069803476,0.976377952755906,0.973395551966019,0.045936457812786,0.64604850876175,0.626755569163547,0.032673966139555,0.916666666666667,0.906666666666667,,,-0.000826131552458,0.001456219702959,1,0.00119486451149,0
0.03763697296381,0.725217346571326,0.704848181933971,0.026179630309343,0.984251968503937,0.982401304804789,0.044789478182793,0.653823836602066,0.62571136133743,0.031637191772461,0.833333333333333,0.793333333333333,,,0.000867560505867,-0.001036774367094,1,-0.001146979629993,0
0.036687809973955,0.728818354853645,0.708677883659609,0.024782152846456,0.992125984251968,0.99170653907496,0.045631609857082,0.654055935940583,0.634957714979606,0.031971339136362,0.958333333333333,0.96,,,-0.001397477462888,0.000334147363901,1,0.00084213167429,0
0.037223901599646,0.717758115129379,0.690146006774631,0.024763630703092,0.921259842519685,0.897292250233427,0.047502145171166,0.632006498781479,0.602138531835026,0.033036377280951,0.791666666666667,0.73,,,-1.85221433639526E-05,0.001065038144588,1,0.001870535314083,0
0.036237388849259,0.731519111065384,0.70769789837612,0.023996289819479,0.968503937007874,0.959615384615385,0.044859938323498,0.661251015434606,0.641131245083066,0.030971130356193,0.916666666666667,0.906666666666667,,,-0.000767340883613,-0.002065246924758,0,-0.002642206847668,0
0.036313749849796,0.732779463964196,0.708710033476904,0.024153055623174,0.976377952755906,0.97276688453159,0.045384552329779,0.660670767088314,0.635971932589498,0.031378239393234,0.875,0.826666666666667,,,0.000156765803695,0.000407109037042,0,0.000524614006281,0
0.036147244274616,0.735171562323165,0.719620282004017,0.024065338075161,0.984251968503937,0.982401304804789,0.046471055597067,0.639549727283277,0.620760232567704,0.032532911747694,0.875,0.846666666666667,,,-8.77175480127369E-05,0.00115467235446,1,0.001086503267288,0
0.035843182355166,0.737383610268018,0.714353268514154,0.023975862190127,0.984251968503937,0.980555555555556,0.045618705451489,0.653823836602066,0.630972884868324,0.031967733055353,0.875,0.853333333333333,,,-8.94758850336075E-05,-0.000565178692341,0,-0.000852350145578,0
0.035667452961207,0.736740573074747,0.716286168670776,0.023420702666044,0.992125984251968,0.990389016018307,0.045723050832749,0.653591737263549,0.632368725334515,0.031414106488228,0.916666666666667,0.91,,,-0.000555159524083,-0.000553626567125,0,0.00010434538126,1
0.035405594855547,0.743608210298884,0.722908997909668,0.023713974282146,0.992125984251968,0.990389016018307,0.044395182281733,0.66241151212719,0.639877607353813,0.030733942985535,0.916666666666667,0.91,,,0.000293271616101,-0.000680163502693,1,-0.001327868551016,0
0.035379718989134,0.738592520191368,0.715941998050556,0.02307590097189,0.976377952755906,0.973395551966019,0.045933164656162,0.65127074387838,0.628796460584188,0.031157979741693,0.958333333333333,0.96,,,-0.000638073310256,0.000424036756158,1,0.00153798237443,0
0.035302095115185,0.738875456556407,0.721326576524207,0.023024274036288,1,1,0.045212473720312,0.651850992224672,0.633234199498288,0.030380437150598,0.916666666666667,0.906666666666667,,,-5.16269356012379E-05,-0.000777542591095,0,-0.00072069093585,0
0.03517035394907,0.742656515252842,0.719872805645728,0.023386953398585,0.960629921259842,0.951627673401867,0.04491626098752,0.657769525356853,0.633878917756551,0.030916029587388,0.875,0.856666666666667,,,0.000362679362297,0.00053559243679,0,-0.000296212732792,1
0.035467091947794,0.737563660682134,0.714963706527926,0.02346639893949,0.968503937007874,0.959615384615385,0.045604929327965,0.65277938957874,0.628991656117567,0.031290952116251,0.916666666666667,0.906666666666667,,,7.94455409049988E-05,0.000374922528863,0,0.000688668340445,0
0.03487254306674,0.745665929317352,0.729466586839855,0.023022728040814,1,1,0.045146968215704,0.647209005454334,0.62886366945635,0.030884427949786,0.875,0.856666666666667,,,-0.000443670898676,-0.000406524166465,0,-0.000457961112261,0
