org_train_loss,org_train_acc,org_train_f1,train_loss,train_acc,train_f1,org_valid_loss,org_valid_acc,org_valid_f1,valid_loss,valid_acc,valid_f1
0.10885503888130188,0.7462657232704403,0.7432317379755348,0.07969939708709717,0.9333333333333333,0.9326599326599326,0.2916531264781952,0.32976827094474154,0.16532618409294011,0.28680694103240967,0.3333333333333333,0.16666666666666666
0.10279392451047897,0.7150157232704403,0.7161672687369581,0.07469764351844788,0.8666666666666667,0.8703703703703703,0.2041505128145218,0.37344028520499106,0.24669267830486355,0.20191599428653717,0.3333333333333333,0.16666666666666666
0.05134255811572075,0.8956367924528302,0.8965526045755077,0.026130342856049538,1.0,1.0,0.2854239046573639,0.4055258467023173,0.3160493855635795,0.27290916442871094,0.3333333333333333,0.2222222222222222
0.02613619528710842,0.9465408805031447,0.9465740471712554,0.007683576084673405,1.0,1.0,0.2682070732116699,0.4875222816399287,0.444707020491699,0.2297613024711609,0.3333333333333333,0.2222222222222222
0.015586558729410172,0.970125786163522,0.9701460037789286,0.003800169797614217,1.0,1.0,0.25281500816345215,0.5285204991087344,0.49641643309768496,0.20393212139606476,0.3333333333333333,0.2222222222222222
0.009726560674607754,0.9823113207547169,0.9823227482863516,0.0013174808118492365,1.0,1.0,0.25572922825813293,0.5320855614973262,0.49819360427775533,0.19212232530117035,0.3333333333333333,0.2222222222222222
0.0160529762506485,0.9697327044025157,0.9697432098609692,0.003722456516698003,1.0,1.0,0.24306559562683105,0.5552584670231729,0.529143421130524,0.17196695506572723,0.3333333333333333,0.2222222222222222
0.03708990663290024,0.9188286163522013,0.9169161349652698,0.010333671234548092,1.0,1.0,0.2518060505390167,0.5775401069518716,0.5120638923917613,0.2061988115310669,0.6666666666666666,0.5555555555555555
0.002493814332410693,0.995872641509434,0.9958724669130529,0.00016248127212747931,1.0,1.0,0.2024906575679779,0.6221033868092691,0.5962786916803248,0.1395384818315506,0.6666666666666666,0.5555555555555555
0.011261030100286007,0.9766116352201258,0.9767555807046181,0.0011996658286079764,1.0,1.0,0.23795831203460693,0.5828877005347594,0.5450303242870679,0.17776067554950714,0.6666666666666666,0.5555555555555555
0.031653471291065216,0.9359276729559748,0.9355602795776895,0.007327081635594368,1.0,1.0,0.17714715003967285,0.7183600713012478,0.6585371321781759,0.13546933233737946,0.6666666666666666,0.5555555555555555
0.00533092999830842,0.9901729559748428,0.9901939390151736,0.0008490046602673829,1.0,1.0,0.25179776549339294,0.5641711229946524,0.5237424397927506,0.191989004611969,0.6666666666666666,0.5555555555555555
0.002274099737405777,0.9956761006289309,0.9956774012168634,0.0002087432803818956,1.0,1.0,0.17007766664028168,0.661319073083779,0.6493913501509928,0.11039666086435318,0.6666666666666666,0.5555555555555555
0.003575046779587865,0.9944968553459119,0.994503692748213,0.0004088410350959748,1.0,1.0,0.21271413564682007,0.6336898395721925,0.5958196726987671,0.1537659913301468,0.6666666666666666,0.5555555555555555
0.008680181577801704,0.9827044025157232,0.9827863849251784,0.0006745855207554996,1.0,1.0,0.2342178374528885,0.5864527629233511,0.555399951203917,0.17551566660404205,0.6666666666666666,0.5555555555555555
0.001356159569695592,0.9978380503144654,0.9978380415683826,0.00010548329737503082,1.0,1.0,0.19009093940258026,0.6729055258467023,0.6364097203298579,0.132106214761734,0.6666666666666666,0.5555555555555555
