dataset,n_classes,features,sample_rate,noise_rate,epochs,batch_size,restore_best,model,data_length_time,n_h_block,n_train_h_block,n_valid_h_block,n_test_h_block,h_moving_step,segments_times,segments_overlaps,decision_times,decision_overlaps,inner_classifier,datetime,running_time,n_params,Core_mse_loss_mean,Core_mse_loss_std,Core_mse_loss_max,Core_mse_loss_min,Core_accuracy_mean,Core_accuracy_std,Core_accuracy_max,Core_accuracy_min,Core_precision_mean,Core_precision_std,Core_precision_max,Core_precision_min,Core_recall_mean,Core_recall_std,Core_recall_max,Core_recall_min,Core_f1_mean,Core_f1_std,Core_f1_max,Core_f1_min,MV_mse_loss_mean,MV_mse_loss_std,MV_mse_loss_max,MV_mse_loss_min,MV_accuracy_mean,MV_accuracy_std,MV_accuracy_max,MV_accuracy_min,MV_precision_mean,MV_precision_std,MV_precision_max,MV_precision_min,MV_recall_mean,MV_recall_std,MV_recall_max,MV_recall_min,MV_f1_mean,MV_f1_std,MV_f1_max,MV_f1_min,MS_mse_loss_mean,MS_mse_loss_std,MS_mse_loss_max,MS_mse_loss_min,MS_accuracy_mean,MS_accuracy_std,MS_accuracy_max,MS_accuracy_min,MS_precision_mean,MS_precision_std,MS_precision_max,MS_precision_min,MS_recall_mean,MS_recall_std,MS_recall_max,MS_recall_min,MS_f1_mean,MS_f1_std,MS_f1_max,MS_f1_min
datasets/PRSA2017/,12,"['PM2.5', 'PM10', 'SO2', 'NO2', 'CO', 'O3', 'TEMP', 'PRES', 'DEWP', 'RAIN', 'wd', 'WSPM']",1,100,20,32,1,SVM,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,SVM,2022:03:29 12:48:27,946 seconds,-1,0.12941177,0.007010928,0.140522882,0.12009804,0.223529412,0.042065565,0.279411765,0.156862745,0.284133788,0.045888177,0.36888835,0.18592431,0.223529412,0.042065565,0.279411765,0.156862745,0.184300238,0.053519818,0.248978565,0.092961317,0.12941177,0.007010928,0.140522882,0.12009804,0.223529412,0.042065565,0.279411765,0.156862745,0.284133788,0.045888177,0.36888835,0.18592431,0.223529412,0.042065565,0.279411765,0.156862745,0.184300238,0.053519818,0.248978565,0.092961317,0.12941177,0.007010928,0.140522882,0.12009804,0.223529412,0.042065565,0.279411765,0.156862745,0.284133788,0.045888177,0.36888835,0.18592431,0.223529412,0.042065565,0.279411765,0.156862745,0.184300238,0.053519818,0.248978565,0.092961317
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,CNN_L,2022:03:29 18:56:23,847 seconds,1192307,0.096107125,0.104463366,0.320204556,0.00388954,0.832225177,0.17966506,0.993351064,0.464539007,0.857161522,0.141201696,0.993445436,0.640381901,0.832225177,0.17966506,0.993351064,0.464539007,0.826573491,0.192069223,0.993357819,0.399958486,0.044974499,0.074414584,0.244275913,8.69E-05,0.9,0.169967317,1,0.5,0.902222222,0.17671907,1,0.466666667,0.9,0.169967317,1,0.5,0.89015873,0.19156935,1,0.412698413,0.043160925,0.069419319,0.22725749,0.000117831,0.9,0.169967317,1,0.5,0.902222222,0.17671907,1,0.466666667,0.9,0.169967317,1,0.5,0.89015873,0.19156935,1,0.412698413
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,CNN_L,2022:03:29 19:06:22,598 seconds,88486259,0.384795411,0.122678121,0.599065661,0.116180524,0.39047619,0.191426202,0.80952381,0,0.299775132,0.239584043,0.811640212,0,0.39047619,0.191426202,0.80952381,0,0.305120085,0.219366719,0.799603175,0,0.406349225,0.127617473,0.666666687,0.126984134,0.39047619,0.191426202,0.80952381,0,0.299775132,0.239584043,0.811640212,0,0.39047619,0.191426202,0.80952381,0,0.305120085,0.219366719,0.799603175,0,0.384795411,0.122678121,0.599065661,0.116180524,0.39047619,0.191426202,0.80952381,0,0.299775132,0.239584043,0.811640212,0,0.39047619,0.191426202,0.80952381,0,0.305120085,0.219366719,0.799603175,0
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,MLP,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,MLP,2022:03:29 19:08:29,127 seconds,225283,0.234730537,0.065766949,0.323296458,0.118597209,0.56037234,0.115873373,0.735815603,0.333333333,0.570043354,0.177722138,0.758470961,0.111111111,0.56037234,0.115873373,0.735815603,0.333333333,0.525063174,0.161239674,0.735861758,0.166666667,0.16632644,0.111317161,0.444444448,0.035802595,0.65,0.229128785,1,0.333333333,0.604444444,0.300912193,1,0.111111111,0.65,0.229128785,1,0.333333333,0.59031746,0.278792207,1,0.166666667,0.153486108,0.065735866,0.292540729,0.056776147,0.65,0.229128785,1,0.333333333,0.591111111,0.309551647,1,0.111111111,0.65,0.229128785,1,0.333333333,0.587936508,0.280396005,1,0.166666667
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,MLP,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,MLP,2022:03:29 19:09:32,62 seconds,16592899,0.305263054,0.099451896,0.47542882,0.149939388,0.457142857,0.187113169,0.904761905,0.19047619,0.428916361,0.217997202,0.910714286,0.119047619,0.457142857,0.187113169,0.904761905,0.19047619,0.424051362,0.203544246,0.904517705,0.158730159,0.361904777,0.12474212,0.539682567,0.063492067,0.457142857,0.187113169,0.904761905,0.19047619,0.428916361,0.217997202,0.910714286,0.119047619,0.457142857,0.187113169,0.904761905,0.19047619,0.424051362,0.203544246,0.904517705,0.158730159,0.305263054,0.099451896,0.47542882,0.149939388,0.457142857,0.187113169,0.904761905,0.19047619,0.428916361,0.217997202,0.910714286,0.119047619,0.457142857,0.187113169,0.904761905,0.19047619,0.424051362,0.203544246,0.904517705,0.158730159
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,KNN,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,KNN,2022:03:29 19:11:01,89 seconds,-1,0.418735404,0.069864065,0.489361823,0.246897116,0.357003546,0.108231974,0.606826241,0.218971631,0.442117812,0.154387481,0.790882061,0.297317277,0.357003546,0.108231974,0.606826241,0.218971631,0.339675983,0.109805714,0.612078699,0.233208437,0.274840435,0.081667141,0.37239337,0.117899276,0.35,0.203442594,0.666666667,0,0.228333333,0.184699456,0.5,0,0.35,0.203442594,0.666666667,0,0.264126984,0.190209072,0.555555556,0,0.275685593,0.079510838,0.353525907,0.113981187,0.283333333,0.211476292,0.666666667,0,0.221666667,0.191492675,0.5,0,0.283333333,0.211476292,0.666666667,0,0.229047619,0.185172252,0.555555556,0
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,KNN,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,KNN,2022:03:29 19:11:13,11 seconds,-1,0.482539707,0.057756841,0.603174627,0.444444478,0.276190476,0.094760708,0.333333333,0.047619048,0.132598039,0.082344804,0.37037037,0.041666667,0.276190476,0.094760708,0.333333333,0.047619048,0.158092593,0.038965889,0.189814815,0.044444444,0.48253971,0.063173802,0.634920657,0.444444478,0.276190476,0.094760708,0.333333333,0.047619048,0.132598039,0.082344804,0.37037037,0.041666667,0.276190476,0.094760708,0.333333333,0.047619048,0.158092593,0.038965889,0.189814815,0.044444444,0.482539707,0.057756841,0.603174627,0.444444478,0.276190476,0.094760708,0.333333333,0.047619048,0.132598039,0.082344804,0.37037037,0.041666667,0.276190476,0.094760708,0.333333333,0.047619048,0.158092593,0.038965889,0.189814815,0.044444444
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,LR,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,LR,2022:03:29 19:11:32,18 seconds,-1,0.370626634,0.047674063,0.43321541,0.303191513,0.444060284,0.071510963,0.545212766,0.350177305,0.478942067,0.057983301,0.534285509,0.352740665,0.444060284,0.071510963,0.545212766,0.350177305,0.390370039,0.098609845,0.528877116,0.20423361,0.230150231,0.082589368,0.39796266,0.123542435,0.5,0.166666667,0.833333333,0.333333333,0.382222222,0.266999792,0.888888889,0.111111111,0.5,0.166666667,0.833333333,0.333333333,0.404761905,0.229735791,0.822222222,0.166666667,0.230150231,0.082589368,0.39796266,0.123542435,0.5,0.166666667,0.833333333,0.333333333,0.382222222,0.266999792,0.888888889,0.111111111,0.5,0.166666667,0.833333333,0.333333333,0.404761905,0.229735791,0.822222222,0.166666667
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,LR,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,LR,2022:03:29 19:11:47,15 seconds,-1,0.352380973,0.108541731,0.507936537,0.158730164,0.471428571,0.162812581,0.761904762,0.238095238,0.471385007,0.28243,0.8125,0.111111111,0.471428571,0.162812581,0.761904762,0.238095238,0.406359324,0.200386064,0.742042271,0.166666667,0.352380973,0.108541731,0.507936537,0.158730164,0.471428571,0.162812581,0.761904762,0.238095238,0.471385007,0.28243,0.8125,0.111111111,0.471428571,0.162812581,0.761904762,0.238095238,0.406359324,0.200386064,0.742042271,0.166666667,0.352380973,0.108541731,0.507936537,0.158730164,0.471428571,0.162812581,0.761904762,0.238095238,0.471385007,0.28243,0.8125,0.111111111,0.471428571,0.162812581,0.761904762,0.238095238,0.406359324,0.200386064,0.742042271,0.166666667
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,RF,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,RF,2022:03:29 19:12:33,46 seconds,-1,0.333348134,0.046466264,0.391548693,0.248374671,0.452393617,0.07088574,0.595301418,0.334663121,0.529836229,0.162223398,0.692873901,0.232671387,0.452393617,0.07088574,0.595301418,0.334663121,0.366946033,0.092363967,0.523080585,0.17366891,0.257552825,0.081521703,0.43633619,0.137096107,0.5,0.105409255,0.666666667,0.333333333,0.363333333,0.155002987,0.611111111,0.111111111,0.5,0.105409255,0.666666667,0.333333333,0.394603175,0.131325011,0.555555556,0.166666667,0.252595477,0.062664283,0.353991985,0.14289926,0.516666667,0.138443731,0.666666667,0.333333333,0.346666667,0.165909391,0.5,0.111111111,0.516666667,0.138443731,0.666666667,0.333333333,0.391269841,0.161173653,0.555555556,0.166666667
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,RF,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,RF,2022:03:29 19:12:37,3 seconds,-1,0.339682555,0.060317467,0.444444478,0.238095254,0.371428571,0.084649471,0.619047619,0.333333333,0.216666667,0.161551123,0.488888889,0.111111111,0.371428571,0.084649471,0.619047619,0.333333333,0.219882587,0.106026444,0.51981352,0.166666667,0.419047645,0.056432986,0.444444478,0.253968269,0.371428571,0.084649471,0.619047619,0.333333333,0.216666667,0.161551123,0.488888889,0.111111111,0.371428571,0.084649471,0.619047619,0.333333333,0.219882587,0.106026444,0.51981352,0.166666667,0.339682555,0.060317467,0.444444478,0.238095254,0.371428571,0.084649471,0.619047619,0.333333333,0.216666667,0.161551123,0.488888889,0.111111111,0.371428571,0.084649471,0.619047619,0.333333333,0.219882587,0.106026444,0.51981352,0.166666667
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,SVM,-1,15,9,2,4,1,00:00:04,0.75,00:05:00,0,SVM,2022:03:29 19:14:14,97 seconds,-1,0.398877287,0.045224778,0.444444746,0.322990626,0.401684397,0.067837051,0.515514184,0.333333333,0.417503512,0.117433486,0.536974279,0.112963798,0.401684397,0.067837051,0.515514184,0.333333333,0.317633177,0.113595023,0.499279197,0.168742287,0.287622078,0.102720561,0.432150453,0.140022263,0.4,0.152752523,0.833333333,0.333333333,0.211111111,0.235440223,0.888888889,0.111111111,0.4,0.152752523,0.833333333,0.333333333,0.255555556,0.201292122,0.822222222,0.166666667,0.287622078,0.102720561,0.432150453,0.140022263,0.4,0.152752523,0.833333333,0.333333333,0.211111111,0.235440223,0.888888889,0.111111111,0.4,0.152752523,0.833333333,0.333333333,0.255555556,0.201292122,0.822222222,0.166666667
datasets/Motor_Failure_Time/,3,"['x', 'y', 'z']",18,100,20,32,1,SVM,-1,15,9,2,4,1,00:05:00,0.75,00:05:00,0,SVM,2022:03:29 19:14:16,1 seconds,-1,0.349206367,0.130120018,0.571428597,0.126984134,0.476190476,0.195180015,0.80952381,0.142857143,0.385809425,0.277747036,0.851851852,0.111111111,0.476190476,0.195180015,0.80952381,0.142857143,0.379137364,0.220970618,0.783333333,0.146717172,0.349206367,0.130120018,0.571428597,0.126984134,0.476190476,0.195180015,0.80952381,0.142857143,0.385809425,0.277747036,0.851851852,0.111111111,0.476190476,0.195180015,0.80952381,0.142857143,0.379137364,0.220970618,0.783333333,0.146717172,0.349206367,0.130120018,0.571428597,0.126984134,0.476190476,0.195180015,0.80952381,0.142857143,0.385809425,0.277747036,0.851851852,0.111111111,0.476190476,0.195180015,0.80952381,0.142857143,0.379137364,0.220970618,0.783333333,0.146717172
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,CNN_L,2022:03:29 14:17:54,464 seconds,996275,0.112115914,0.030055874,0.158417925,0.061174348,0.790229885,0.04832827,0.876795977,0.72737069,0.795649291,0.045044318,0.878535675,0.737165137,0.790229885,0.04832827,0.876795977,0.72737069,0.782489129,0.05749314,0.877083904,0.685310919,0.062125423,0.028718194,0.113317728,0.019394556,0.866666667,0.10168646,1,0.714285714,0.902892015,0.069420081,1,0.819444444,0.866666667,0.10168646,1,0.714285714,0.849145937,0.122048477,1,0.64005848,0.062347657,0.027063089,0.10867691,0.019313203,0.880952381,0.100452491,1,0.714285714,0.912609428,0.070480495,1,0.819444444,0.880952381,0.100452491,1,0.714285714,0.86568417,0.120380331,1,0.64005848
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,CNN_L,2022:03:29 14:19:47,113 seconds,29504435,0.128843023,0.055342371,0.22209172,0.047562141,0.79047619,0.088959722,0.916666667,0.630952381,0.831453293,0.062051776,0.927287582,0.741971207,0.79047619,0.088959722,0.916666667,0.630952381,0.785071405,0.091140182,0.916934718,0.625705642,0.139682543,0.059306484,0.246031761,0.05555556,0.79047619,0.088959722,0.916666667,0.630952381,0.831453293,0.062051776,0.927287582,0.741971207,0.79047619,0.088959722,0.916666667,0.630952381,0.785071405,0.091140182,0.916934718,0.625705642,0.128843023,0.055342371,0.22209172,0.047562141,0.79047619,0.088959722,0.916666667,0.630952381,0.831453293,0.062051776,0.927287582,0.741971207,0.79047619,0.088959722,0.916666667,0.630952381,0.785071405,0.091140182,0.916934718,0.625705642
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,MLP,2022:03:29 14:24:58,310 seconds,372739,0.123209661,0.048594406,0.202483192,0.051319353,0.776149425,0.07530175,0.895833333,0.66558908,0.780715107,0.073156393,0.897208179,0.660334989,0.776149425,0.07530175,0.895833333,0.66558908,0.762909752,0.089695927,0.89599009,0.610508778,0.073821061,0.044664312,0.156144366,0.01323737,0.866666667,0.087287156,1,0.714285714,0.895392015,0.062924186,1,0.804713805,0.866666667,0.087287156,1,0.714285714,0.851153857,0.108602978,1,0.634259259,0.077678889,0.041442494,0.156246126,0.024044786,0.866666667,0.092336759,1,0.714285714,0.891040164,0.070632649,1,0.804713805,0.866666667,0.092336759,1,0.714285714,0.851569552,0.113162781,1,0.634259259
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,MLP,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,MLP,2022:03:29 14:25:45,46 seconds,11063299,0.17481833,0.051843284,0.235579357,0.063426688,0.725,0.069303712,0.857142857,0.642857143,0.744931505,0.083664521,0.882828283,0.631168831,0.725,0.069303712,0.857142857,0.642857143,0.689982844,0.088312109,0.844731468,0.563251563,0.183333338,0.046202475,0.238095239,0.095238097,0.725,0.069303712,0.857142857,0.642857143,0.744931505,0.083664521,0.882828283,0.631168831,0.725,0.069303712,0.857142857,0.642857143,0.689982844,0.088312109,0.844731468,0.563251563,0.17481833,0.051843284,0.235579357,0.063426688,0.725,0.069303712,0.857142857,0.642857143,0.744931505,0.083664521,0.882828283,0.631168831,0.725,0.069303712,0.857142857,0.642857143,0.689982844,0.088312109,0.844731468,0.563251563
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,KNN,2022:03:29 14:27:01,76 seconds,-1,0.177179129,0.029513677,0.232040256,0.120809391,0.725538793,0.040001678,0.808908046,0.651221264,0.730174293,0.04118606,0.806327498,0.645694567,0.725538793,0.040001678,0.808908046,0.651221264,0.710946153,0.054772421,0.807376615,0.59015904,0.089987908,0.032703089,0.156422675,0.034552127,0.795238095,0.092948673,0.952380952,0.666666667,0.80500259,0.143722791,0.958333333,0.445454545,0.795238095,0.092948673,0.952380952,0.666666667,0.763684455,0.126425318,0.952136752,0.533769063,0.088523516,0.034655136,0.164277434,0.038276587,0.795238095,0.092948673,0.952380952,0.666666667,0.79956229,0.14539387,0.958333333,0.445454545,0.795238095,0.092948673,0.952380952,0.666666667,0.765301264,0.123279365,0.952136752,0.533769063
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,KNN,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,KNN,2022:03:29 14:27:24,23 seconds,-1,0.141269846,0.048930361,0.214285716,0.051587302,0.74047619,0.127197242,0.94047619,0.5,0.767282632,0.152724566,0.940825883,0.35,0.74047619,0.127197242,0.94047619,0.5,0.71035084,0.161229151,0.940457204,0.391608392,0.173015879,0.084798164,0.333333343,0.039682541,0.74047619,0.127197242,0.94047619,0.5,0.767282632,0.152724566,0.940825883,0.35,0.74047619,0.127197242,0.94047619,0.5,0.71035084,0.161229151,0.940457204,0.391608392,0.141269846,0.048930361,0.214285716,0.051587302,0.74047619,0.127197242,0.94047619,0.5,0.767282632,0.152724566,0.940825883,0.35,0.74047619,0.127197242,0.94047619,0.5,0.71035084,0.161229151,0.940457204,0.391608392
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,LR,2022:03:29 14:28:06,41 seconds,-1,0.175742345,0.057555959,0.249760553,0.085249044,0.736386494,0.086333936,0.872126437,0.625359195,0.749827502,0.085763223,0.8883333,0.639246586,0.736386494,0.086333936,0.872126437,0.625359195,0.716282748,0.103978239,0.868647336,0.524714577,0.102638081,0.050612101,0.188933998,0.028837893,0.766666667,0.115568201,0.952380952,0.571428571,0.748981481,0.170747093,0.958333333,0.453703704,0.766666667,0.115568201,0.952380952,0.571428571,0.733196288,0.14349019,0.952136752,0.50877193,0.102638081,0.050612101,0.188933998,0.028837893,0.766666667,0.115568201,0.952380952,0.571428571,0.748981481,0.170747093,0.958333333,0.453703704,0.766666667,0.115568201,0.952380952,0.571428571,0.733196288,0.14349019,0.952136752,0.50877193
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,LR,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,LR,2022:03:29 14:28:45,38 seconds,-1,0.249206361,0.06613545,0.357142866,0.150793657,0.626190476,0.099203175,0.773809524,0.464285714,0.586036705,0.161259218,0.851851852,0.397787948,0.626190476,0.099203175,0.773809524,0.464285714,0.548823081,0.110622551,0.739709005,0.389255189,0.249206361,0.06613545,0.357142866,0.150793657,0.626190476,0.099203175,0.773809524,0.464285714,0.586036705,0.161259218,0.851851852,0.397787948,0.626190476,0.099203175,0.773809524,0.464285714,0.548823081,0.110622551,0.739709005,0.389255189,0.249206361,0.06613545,0.357142866,0.150793657,0.626190476,0.099203175,0.773809524,0.464285714,0.586036705,0.161259218,0.851851852,0.397787948,0.626190476,0.099203175,0.773809524,0.464285714,0.548823081,0.110622551,0.739709005,0.389255189
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,RF,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,RF,2022:03:29 14:29:52,67 seconds,-1,0.17517961,0.057604201,0.285680085,0.094228931,0.732543103,0.089728162,0.858836207,0.551364943,0.743821475,0.098953863,0.870844476,0.49939341,0.732543103,0.089728162,0.858836207,0.551364943,0.710117051,0.110845287,0.857216508,0.49433942,0.104392706,0.060990473,0.226078868,0.027451072,0.785714286,0.126437315,1,0.571428571,0.783323713,0.197512463,1,0.398148148,0.785714286,0.126437315,1,0.571428571,0.751874683,0.164354127,1,0.467105263,0.104551101,0.061357806,0.225965232,0.028202463,0.780952381,0.118952343,0.952380952,0.571428571,0.777582973,0.192363342,0.958333333,0.398148148,0.780952381,0.118952343,0.952380952,0.571428571,0.746581822,0.157292797,0.952136752,0.467105263
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,RF,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,RF,2022:03:29 14:29:59,7 seconds,-1,0.131349208,0.064316328,0.21825397,0.019841271,0.798809524,0.117181807,1,0.642857143,0.838797724,0.087181302,1,0.759388308,0.798809524,0.117181807,1,0.642857143,0.768674561,0.146267429,1,0.531615145,0.134126989,0.078121207,0.238095239,0,0.798809524,0.117181807,1,0.642857143,0.838797724,0.087181302,1,0.759388308,0.798809524,0.117181807,1,0.642857143,0.768674561,0.146267429,1,0.531615145,0.131349208,0.064316328,0.21825397,0.019841271,0.798809524,0.117181807,1,0.642857143,0.838797724,0.087181302,1,0.759388308,0.798809524,0.117181807,1,0.642857143,0.768674561,0.146267429,1,0.531615145
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,SVM,-1,15,9,2,4,1,00:01:00,0.75,00:30:00,0,SVM,2022:03:29 14:31:49,109 seconds,-1,0.196623578,0.059045481,0.258381248,0.078783527,0.705064655,0.088568213,0.881824713,0.612428161,0.708251283,0.090156421,0.881553533,0.61092502,0.705064655,0.088568213,0.881824713,0.612428161,0.679404148,0.104560193,0.880830688,0.538254851,0.119550743,0.055573074,0.182704911,0.016669624,0.757142857,0.128571429,1,0.619047619,0.728871869,0.198858681,1,0.412121212,0.757142857,0.128571429,1,0.619047619,0.708991685,0.162752302,1,0.494553377,0.119550743,0.055573074,0.182704911,0.016669624,0.757142857,0.128571429,1,0.619047619,0.728871869,0.198858681,1,0.412121212,0.757142857,0.128571429,1,0.619047619,0.708991685,0.162752302,1,0.494553377
datasets/Power_consumption/,3,"['Temperature', 'Humidity', 'Wind Speed', 'general diffuse flows', 'diffuse flows', 'Consumption']",1,100,20,32,1,SVM,-1,15,9,2,4,1,00:30:00,0.75,00:30:00,0,SVM,2022:03:29 14:33:20,90 seconds,-1,0.255555564,0.067511653,0.412698418,0.174603179,0.616666667,0.101267478,0.738095238,0.380952381,0.621468492,0.117747165,0.81547619,0.456140351,0.616666667,0.101267478,0.738095238,0.380952381,0.57079967,0.127307007,0.711538462,0.260532931,0.255555564,0.067511653,0.412698418,0.174603179,0.616666667,0.101267478,0.738095238,0.380952381,0.621468492,0.117747165,0.81547619,0.456140351,0.616666667,0.101267478,0.738095238,0.380952381,0.57079967,0.127307007,0.711538462,0.260532931,0.255555564,0.067511653,0.412698418,0.174603179,0.616666667,0.101267478,0.738095238,0.380952381,0.621468492,0.117747165,0.81547619,0.456140351,0.616666667,0.101267478,0.738095238,0.380952381,0.57079967,0.127307007,0.711538462,0.260532931
datasets/ConfLongDemo_JSI/,5,"['x', 'y', 'z']",30,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:00:04,0.75,00:01:00,0,CNN_L,2022:03:29 15:47:46,239 seconds,1980789,0.098812266,0.034003508,0.154364973,0.046971947,0.69536973,0.114961653,0.861782999,0.482377332,0.709163841,0.10817737,0.872725505,0.51080066,0.704530584,0.115178919,0.867109201,0.494929758,0.699739106,0.115029965,0.865800009,0.485575515,0.03804975,0.023632044,0.089566022,0.010117799,0.913636364,0.087315331,1,0.772727273,0.937428571,0.062600921,1,0.813333333,0.916666667,0.090061707,1,0.75,0.911572872,0.095502171,1,0.741010101,0.039260898,0.024274712,0.09354198,0.011221555,0.909090909,0.09958592,1,0.727272727,0.935380952,0.070411827,1,0.773333333,0.91,0.105461947,1,0.7,0.905046953,0.111784426,1,0.69021645
datasets/ConfLongDemo_JSI/,5,"['x', 'y', 'z']",30,100,20,32,1,CNN_L,-1,15,9,2,4,1,00:01:00,0.75,00:01:00,0,CNN_L,2022:03:29 15:49:39,112 seconds,29505909,0.166723859,0.018182104,0.194168329,0.136375189,0.467088608,0.046835443,0.544303797,0.392405063,0.470423817,0.066230996,0.617806268,0.374074074,0.458999667,0.047287366,0.556610057,0.396456876,0.440568222,0.047244162,0.526715236,0.369659647,0.21316456,0.018734175,0.243037984,0.182278484,0.467088608,0.046835443,0.544303797,0.392405063,0.470423817,0.066230996,0.617806268,0.374074074,0.458999667,0.047287366,0.556610057,0.396456876,0.440568222,0.047244162,0.526715236,0.369659647,0.166723859,0.018182104,0.194168329,0.136375189,0.467088608,0.046835443,0.544303797,0.392405063,0.470423817,0.066230996,0.617806268,0.374074074,0.458999667,0.047287366,0.556610057,0.396456876,0.440568222,0.047244162,0.526715236,0.369659647
datasets/ConfLongDemo_JSI/,5,"['x', 'y', 'z']",30,100,20,32,1,MLP,-1,15,9,2,4,1,00:00:04,0.75,00:01:00,0,MLP,2022:03:29 15:52:22,163 seconds,374789,0.168564419,0.02328056,0.187840864,0.105626129,0.39260539,0.09664198,0.654457498,0.292328956,0.391621542,0.097789839,0.651977319,0.275724697,0.390484136,0.097927967,0.648844734,0.285370672,0.384458218,0.100906679,0.649894247,0.264720387,0.106989561,0.02892086,0.150647745,0.035938326,0.636363636,0.171285852,1,0.409090909,0.641571429,0.209996361,1,0.234920635,0.62,0.182695861,1,0.366666667,0.5954556,0.204777278,1,0.286060606,0.111471396,0.027557086,0.14235571,0.042417672,0.663636364,0.155079292,1,0.5,0.649321068,0.204111532,1,0.293888889,0.643333333,0.164519502,1,0.466666667,0.609300448,0.191015061,1,0.354822955
